,Age,Monthly_Bill,Total_Usage_GB,Churn,Gender_Female,Gender_Male,Location_Chicago,Location_Houston,Location_Los Angeles,Location_Miami,Location_New York,Subscription_Length_Group_1 - 12,Subscription_Length_Group_13 - 24
82256,35,96.47,266,1,1,0,0,0,0,0,1,0,1
82257,33,55.72,368,0,1,0,0,1,0,0,0,0,1
82258,68,38.71,465,1,1,0,0,0,0,1,0,1,0
82259,54,86.98,73,1,1,0,0,1,0,0,0,0,1
82260,39,83.29,66,0,1,0,0,1,0,0,0,0,1
82261,37,66.71,208,1,0,1,1,0,0,0,0,1,0
82262,31,64.91,78,1,1,0,0,0,1,0,0,0,1
82263,38,61.78,356,1,0,1,0,0,0,0,1,1,0
82264,60,42.44,389,0,1,0,0,0,1,0,0,1,0
82265,62,90.52,368,0,0,1,0,0,0,1,0,0,1
82266,57,64.68,360,1,0,1,0,1,0,0,0,1,0
82267,32,93.36,159,0,1,0,0,0,0,0,1,0,1
82268,41,78.28,110,0,1,0,0,0,1,0,0,0,1
82269,25,37.1,416,1,1,0,0,0,0,0,1,0,1
82270,51,72.99,51,1,1,0,1,0,0,0,0,1,0
82271,52,57.61,67,0,0,1,0,0,1,0,0,1,0
82272,54,30.61,472,0,1,0,0,0,0,0,1,0,1
82273,22,46.08,217,1,0,1,0,0,1,0,0,1,0
82274,47,35.45,65,0,0,1,0,0,1,0,0,0,1
82275,19,48.77,459,0,1,0,0,0,1,0,0,1,0
82276,59,96.7,451,0,0,1,0,0,0,1,0,0,1
82277,62,84.66,229,1,0,1,0,0,0,1,0,0,1
82278,51,48.51,112,0,0,1,0,0,1,0,0,0,1
82279,44,75.37,237,1,1,0,1,0,0,0,0,1,0
82280,51,43.36,314,1,1,0,0,0,0,0,1,0,1
82281,28,57.42,110,1,1,0,1,0,0,0,0,0,1
82282,38,63.91,214,1,1,0,0,0,0,1,0,1,0
82283,41,66.47,332,0,0,1,0,0,1,0,0,1,0
82284,64,45.06,135,0,1,0,0,0,1,0,0,0,1
82285,70,66.24,398,0,0,1,1,0,0,0,0,1,0
82286,28,41.52,442,1,1,0,1,0,0,0,0,0,1
82287,53,74.36,409,0,1,0,0,0,0,0,1,1,0
82288,33,49.24,119,1,0,1,0,0,0,0,1,1,0
82289,52,68.96,100,0,1,0,0,1,0,0,0,1,0
82290,61,50.35,425,1,0,1,0,0,0,0,1,1,0
82291,39,65.86,342,0,1,0,0,0,1,0,0,1,0
82292,67,40.15,328,1,1,0,0,1,0,0,0,1,0
82293,67,32.18,286,1,1,0,0,0,0,1,0,0,1
82294,51,42.53,135,1,1,0,1,0,0,0,0,0,1
82295,35,61.83,181,0,0,1,0,0,1,0,0,0,1
82296,43,72.0,105,0,1,0,0,1,0,0,0,1,0
82297,42,98.8,413,0,0,1,0,0,0,0,1,1,0
82298,53,43.46,57,1,1,0,0,0,0,1,0,1,0
82299,50,66.34,402,0,1,0,0,1,0,0,0,0,1
82300,62,44.41,202,0,0,1,0,1,0,0,0,0,1
82301,31,60.52,350,1,1,0,0,1,0,0,0,1,0
82302,44,90.07,495,1,0,1,0,0,0,0,1,0,1
82303,38,95.6,416,0,1,0,0,0,0,1,0,1,0
82304,45,45.47,482,1,0,1,0,0,1,0,0,0,1
82305,20,31.26,100,1,0,1,0,0,0,0,1,1,0
82306,60,95.26,305,0,0,1,0,1,0,0,0,1,0
82307,53,44.54,55,0,0,1,0,0,0,1,0,1,0
82308,67,44.17,205,1,0,1,0,0,0,1,0,1,0
82309,63,40.04,220,0,1,0,0,1,0,0,0,1,0
82310,19,70.48,309,1,1,0,1,0,0,0,0,1,0
82311,31,42.64,462,0,0,1,0,1,0,0,0,1,0
82312,61,44.99,390,0,0,1,0,0,0,1,0,1,0
82313,18,43.02,166,0,0,1,1,0,0,0,0,1,0
82314,20,44.07,139,0,1,0,1,0,0,0,0,0,1
82315,51,41.87,232,0,0,1,0,0,0,1,0,0,1
82316,52,60.08,350,0,1,0,1,0,0,0,0,1,0
82317,53,49.17,122,0,0,1,0,0,0,0,1,0,1
82318,18,40.01,155,0,1,0,1,0,0,0,0,0,1
82319,61,80.67,245,1,1,0,0,0,0,0,1,0,1
82320,63,86.09,142,0,0,1,0,1,0,0,0,1,0
82321,56,85.69,427,0,1,0,0,0,1,0,0,0,1
82322,26,32.53,299,0,1,0,0,1,0,0,0,0,1
82323,24,39.37,251,1,1,0,0,0,0,1,0,0,1
82324,52,88.39,132,1,0,1,0,0,1,0,0,0,1
82325,67,62.0,388,0,1,0,0,0,0,0,1,0,1
82326,32,77.26,449,1,0,1,0,0,0,0,1,0,1
82327,68,39.12,424,1,0,1,0,0,0,0,1,0,1
82328,55,37.14,408,1,1,0,1,0,0,0,0,0,1
82329,22,75.39,305,1,1,0,1,0,0,0,0,1,0
82330,61,51.05,380,1,1,0,0,0,0,1,0,0,1
82331,56,37.29,360,0,0,1,1,0,0,0,0,1,0
82332,25,69.44,439,0,1,0,1,0,0,0,0,1,0
82333,51,53.71,358,1,1,0,0,1,0,0,0,0,1
82334,49,72.86,139,1,0,1,0,0,0,0,1,0,1
82335,50,86.27,77,0,0,1,0,0,0,1,0,1,0
82336,30,37.2,83,0,0,1,0,0,0,1,0,1,0
82337,52,58.05,174,1,1,0,0,0,0,0,1,0,1
82338,52,58.32,243,1,1,0,0,0,0,1,0,0,1
82339,18,48.16,197,1,1,0,0,0,0,0,1,1,0
82340,45,82.86,458,0,0,1,0,0,1,0,0,0,1
82341,38,50.6,389,0,1,0,0,0,0,0,1,0,1
82342,23,41.12,201,0,1,0,1,0,0,0,0,1,0
82343,39,85.48,473,1,0,1,0,0,0,0,1,1,0
82344,19,78.5,135,1,0,1,0,1,0,0,0,1,0
82345,44,41.97,300,0,0,1,0,0,1,0,0,0,1
82346,47,66.91,184,1,0,1,0,0,0,1,0,0,1
82347,67,94.67,211,0,0,1,0,0,0,1,0,1,0
82348,48,83.1,255,0,1,0,1,0,0,0,0,0,1
82349,23,91.84,336,0,1,0,1,0,0,0,0,0,1
82350,46,45.85,174,0,0,1,0,1,0,0,0,0,1
82351,28,74.03,498,0,0,1,0,0,1,0,0,0,1
82352,33,64.12,245,1,1,0,0,0,0,0,1,0,1
82353,20,34.19,498,1,0,1,1,0,0,0,0,0,1
82354,70,64.39,430,0,0,1,0,0,1,0,0,0,1
82355,63,58.87,492,0,0,1,1,0,0,0,0,0,1
82356,64,82.86,260,1,1,0,0,0,1,0,0,1,0
82357,47,60.04,407,0,0,1,1,0,0,0,0,1,0
82358,58,76.11,330,1,1,0,0,0,1,0,0,1,0
82359,43,44.61,220,1,0,1,0,0,0,1,0,0,1
82360,70,59.8,342,0,1,0,0,0,1,0,0,1,0
82361,22,65.39,229,0,0,1,0,1,0,0,0,0,1
82362,65,76.86,71,1,0,1,1,0,0,0,0,0,1
82363,58,82.45,276,0,1,0,0,0,1,0,0,1,0
82364,66,91.6,316,0,0,1,0,0,0,0,1,0,1
82365,38,95.41,269,1,0,1,0,0,0,0,1,0,1
82366,42,65.51,175,1,0,1,0,0,0,1,0,1,0
82367,69,46.92,118,1,0,1,0,0,0,0,1,1,0
82368,63,76.66,90,0,1,0,0,0,0,1,0,0,1
82369,59,38.33,447,1,0,1,0,0,0,1,0,1,0
82370,29,88.36,142,0,0,1,0,0,0,0,1,1,0
82371,35,91.34,291,0,0,1,1,0,0,0,0,1,0
82372,45,38.13,224,0,1,0,1,0,0,0,0,1,0
82373,46,35.47,386,1,0,1,0,1,0,0,0,1,0
82374,25,85.7,87,0,1,0,1,0,0,0,0,1,0
82375,48,61.07,97,1,1,0,0,0,0,0,1,0,1
82376,27,71.3,221,0,0,1,0,0,0,0,1,0,1
82377,55,35.6,178,1,1,0,0,1,0,0,0,1,0
82378,28,50.63,60,0,1,0,0,0,0,0,1,1,0
82379,49,41.87,70,0,0,1,1,0,0,0,0,0,1
82380,52,71.91,183,0,1,0,0,0,0,0,1,0,1
82381,48,55.51,112,0,1,0,1,0,0,0,0,0,1
82382,36,50.9,130,0,1,0,0,0,0,0,1,1,0
82383,37,55.81,453,1,0,1,0,0,1,0,0,1,0
82384,44,70.54,407,0,0,1,0,0,0,0,1,1,0
82385,46,55.87,490,0,1,0,0,0,1,0,0,0,1
82386,29,72.24,404,0,1,0,0,1,0,0,0,1,0
82387,55,56.34,251,0,0,1,0,0,0,0,1,0,1
82388,28,73.29,462,0,1,0,0,0,0,0,1,1,0
82389,45,34.61,371,1,1,0,1,0,0,0,0,0,1
82390,27,68.4,57,0,0,1,0,1,0,0,0,1,0
82391,68,77.26,409,1,1,0,0,1,0,0,0,0,1
82392,18,53.71,293,1,0,1,1,0,0,0,0,1,0
82393,27,90.94,355,1,0,1,0,0,0,0,1,0,1
82394,66,88.23,255,1,1,0,0,0,1,0,0,0,1
82395,27,32.66,79,1,0,1,0,1,0,0,0,1,0
82396,60,47.79,139,1,0,1,0,1,0,0,0,1,0
82397,70,80.92,482,0,1,0,1,0,0,0,0,0,1
82398,56,56.75,51,0,1,0,1,0,0,0,0,1,0
82399,36,34.69,168,1,0,1,0,0,1,0,0,1,0
82400,37,92.25,55,1,0,1,0,0,1,0,0,1,0
82401,31,92.98,86,1,0,1,0,0,1,0,0,0,1
82402,26,84.81,447,0,1,0,0,0,0,1,0,1,0
82403,66,81.66,312,0,1,0,1,0,0,0,0,1,0
82404,48,98.47,163,1,1,0,0,1,0,0,0,0,1
82405,44,71.46,388,0,1,0,1,0,0,0,0,0,1
82406,67,76.87,266,0,0,1,0,0,1,0,0,1,0
82407,40,73.36,150,0,0,1,0,0,1,0,0,0,1
82408,62,81.34,265,0,0,1,0,0,1,0,0,0,1
82409,47,46.77,146,0,1,0,1,0,0,0,0,1,0
82410,57,64.21,105,1,1,0,0,0,0,1,0,1,0
82411,33,60.11,121,1,0,1,0,0,0,1,0,0,1
82412,50,49.27,453,1,0,1,0,0,1,0,0,1,0
82413,60,83.64,378,1,0,1,0,1,0,0,0,1,0
82414,44,90.91,368,0,0,1,0,0,0,1,0,0,1
82415,64,86.13,51,1,0,1,0,0,0,0,1,1,0
82416,51,81.76,426,0,0,1,0,0,1,0,0,1,0
82417,40,81.87,344,1,0,1,0,0,0,0,1,1,0
82418,46,48.65,488,0,0,1,0,1,0,0,0,0,1
82419,55,39.9,371,0,1,0,0,0,0,1,0,1,0
82420,39,57.09,107,0,1,0,0,0,1,0,0,1,0
82421,47,48.06,356,1,1,0,0,0,0,1,0,0,1
82422,35,73.27,331,0,1,0,0,0,0,1,0,0,1
82423,70,68.88,496,1,0,1,1,0,0,0,0,0,1
82424,57,35.98,350,0,1,0,0,0,0,1,0,1,0
82425,35,49.4,258,0,0,1,1,0,0,0,0,0,1
82426,44,32.71,488,1,0,1,0,0,0,1,0,1,0
82427,53,70.0,401,1,1,0,0,0,0,1,0,1,0
82428,55,67.31,301,1,1,0,1,0,0,0,0,1,0
82429,46,88.96,236,0,1,0,0,0,0,0,1,0,1
82430,53,49.64,203,0,0,1,0,0,0,0,1,1,0
82431,41,78.64,440,1,0,1,1,0,0,0,0,1,0
82432,44,45.83,138,1,1,0,0,0,0,0,1,1,0
82433,20,33.48,391,0,0,1,0,0,0,1,0,0,1
82434,61,96.12,59,1,0,1,1,0,0,0,0,1,0
82435,23,38.35,180,1,1,0,0,0,1,0,0,1,0
82436,54,32.74,285,0,1,0,0,0,0,1,0,1,0
82437,23,52.23,372,0,1,0,0,0,1,0,0,1,0
82438,51,96.14,71,0,0,1,0,0,1,0,0,0,1
82439,64,98.73,91,1,0,1,1,0,0,0,0,0,1
82440,45,48.46,277,0,0,1,0,1,0,0,0,1,0
82441,22,77.51,359,1,1,0,0,0,0,0,1,0,1
82442,23,78.61,67,1,1,0,0,0,0,0,1,1,0
82443,46,54.28,218,1,1,0,0,0,0,1,0,1,0
82444,31,43.99,308,0,0,1,0,1,0,0,0,1,0
82445,52,44.47,304,0,0,1,0,0,0,1,0,0,1
82446,70,47.03,269,0,1,0,0,0,1,0,0,0,1
82447,42,96.97,129,1,0,1,0,0,0,1,0,0,1
82448,29,46.68,74,1,0,1,0,0,0,0,1,1,0
82449,28,61.23,392,0,0,1,0,1,0,0,0,1,0
82450,25,84.52,411,1,0,1,0,0,0,1,0,0,1
82451,30,86.48,234,1,0,1,1,0,0,0,0,0,1
82452,32,57.48,422,1,1,0,0,0,0,1,0,1,0
82453,45,70.22,80,0,1,0,1,0,0,0,0,0,1
82454,64,68.49,490,0,0,1,1,0,0,0,0,0,1
82455,19,60.04,382,1,0,1,1,0,0,0,0,1,0
82456,21,63.52,253,0,0,1,1,0,0,0,0,0,1
82457,67,88.27,253,0,0,1,0,1,0,0,0,0,1
82458,67,59.62,173,0,1,0,0,1,0,0,0,0,1
82459,32,52.04,108,0,1,0,0,0,0,1,0,0,1
82460,39,83.29,281,1,0,1,0,1,0,0,0,0,1
82461,40,80.3,322,0,1,0,0,1,0,0,0,0,1
82462,57,86.4,236,0,1,0,1,0,0,0,0,1,0
82463,36,82.7,384,0,1,0,0,0,1,0,0,0,1
82464,63,85.98,212,0,0,1,1,0,0,0,0,0,1
82465,28,56.87,211,1,0,1,1,0,0,0,0,1,0
82466,57,38.91,192,0,1,0,0,0,0,0,1,0,1
82467,44,59.07,250,1,0,1,1,0,0,0,0,1,0
82468,63,66.82,208,0,1,0,0,0,0,1,0,0,1
82469,47,42.71,331,1,0,1,0,0,1,0,0,0,1
82470,54,95.89,342,0,0,1,0,0,0,1,0,0,1
82471,19,82.68,112,0,0,1,0,1,0,0,0,1,0
82472,63,77.43,140,1,0,1,0,1,0,0,0,0,1
82473,28,86.28,102,0,1,0,1,0,0,0,0,1,0
82474,56,92.7,202,0,0,1,1,0,0,0,0,0,1
82475,46,39.27,58,1,1,0,1,0,0,0,0,1,0
82476,66,36.44,424,0,1,0,1,0,0,0,0,1,0
82477,33,30.27,415,1,0,1,1,0,0,0,0,0,1
82478,35,66.59,451,1,1,0,0,1,0,0,0,1,0
82479,54,69.98,218,1,1,0,1,0,0,0,0,0,1
82480,21,58.52,146,0,1,0,0,1,0,0,0,1,0
82481,29,38.2,92,1,0,1,0,1,0,0,0,1,0
82482,22,69.49,56,0,0,1,0,1,0,0,0,0,1
82483,53,34.81,165,0,0,1,1,0,0,0,0,0,1
82484,43,42.24,235,1,1,0,0,0,0,0,1,0,1
82485,46,40.62,127,0,1,0,0,1,0,0,0,0,1
82486,22,47.73,247,0,1,0,0,1,0,0,0,1,0
82487,22,65.05,401,1,0,1,0,0,1,0,0,1,0
82488,54,69.81,390,0,1,0,0,0,0,0,1,0,1
82489,52,65.21,102,0,0,1,0,0,0,0,1,1,0
82490,66,41.7,498,0,1,0,0,0,1,0,0,1,0
82491,57,77.91,336,1,0,1,1,0,0,0,0,1,0
82492,61,73.33,265,1,0,1,0,0,1,0,0,0,1
82493,31,35.44,271,0,0,1,0,0,0,0,1,0,1
82494,57,94.86,210,1,0,1,0,0,1,0,0,1,0
82495,46,99.68,76,1,0,1,1,0,0,0,0,1,0
82496,55,48.27,313,1,0,1,1,0,0,0,0,1,0
82497,49,56.33,367,1,1,0,0,0,1,0,0,1,0
82498,61,45.75,409,1,0,1,1,0,0,0,0,1,0
82499,28,99.95,199,1,1,0,1,0,0,0,0,1,0
82500,70,76.79,95,1,1,0,0,0,0,1,0,1,0
82501,50,97.31,409,1,1,0,0,1,0,0,0,0,1
82502,34,90.06,343,0,0,1,0,0,0,0,1,0,1
82503,58,56.47,385,0,0,1,0,0,0,1,0,0,1
82504,41,92.27,132,0,1,0,0,0,1,0,0,0,1
82505,63,41.6,144,0,1,0,0,1,0,0,0,1,0
82506,41,45.54,325,1,0,1,1,0,0,0,0,1,0
82507,34,87.93,177,1,0,1,1,0,0,0,0,0,1
82508,19,89.48,242,0,0,1,0,0,0,0,1,1,0
82509,58,99.46,135,0,0,1,0,0,1,0,0,0,1
82510,45,88.23,472,1,0,1,0,1,0,0,0,0,1
82511,49,66.78,111,0,1,0,0,0,0,0,1,1,0
82512,30,31.36,268,0,0,1,0,1,0,0,0,1,0
82513,27,75.83,295,1,0,1,1,0,0,0,0,0,1
82514,67,76.21,459,0,0,1,0,0,1,0,0,0,1
82515,33,85.31,123,0,1,0,0,0,1,0,0,0,1
82516,61,99.38,112,1,1,0,0,0,1,0,0,0,1
82517,28,77.98,201,1,0,1,1,0,0,0,0,0,1
82518,62,97.91,345,0,1,0,0,0,1,0,0,0,1
82519,39,32.87,258,0,0,1,0,0,0,0,1,0,1
82520,25,40.61,121,0,1,0,0,0,1,0,0,0,1
82521,35,80.1,278,0,1,0,0,1,0,0,0,1,0
82522,31,90.65,342,0,1,0,0,1,0,0,0,1,0
82523,45,52.32,159,1,1,0,0,0,0,0,1,0,1
82524,38,97.09,124,1,0,1,1,0,0,0,0,0,1
82525,70,33.51,477,1,1,0,1,0,0,0,0,1,0
82526,38,53.4,221,0,1,0,0,1,0,0,0,1,0
82527,38,65.83,258,1,1,0,0,1,0,0,0,1,0
82528,59,35.26,102,0,1,0,1,0,0,0,0,0,1
82529,29,60.04,258,0,1,0,0,0,0,0,1,0,1
82530,55,65.72,431,1,1,0,0,1,0,0,0,0,1
82531,63,96.27,438,0,0,1,0,1,0,0,0,0,1
82532,45,93.84,184,1,0,1,0,0,1,0,0,0,1
82533,43,70.29,419,1,0,1,0,0,1,0,0,1,0
82534,31,98.33,263,1,0,1,0,0,1,0,0,0,1
82535,40,35.91,476,1,0,1,0,0,0,0,1,0,1
82536,51,56.99,106,0,1,0,0,1,0,0,0,0,1
82537,23,51.45,320,1,1,0,0,0,0,1,0,1,0
82538,31,80.65,395,0,0,1,0,0,0,0,1,0,1
82539,56,66.31,218,0,1,0,0,1,0,0,0,1,0
82540,28,36.99,437,1,0,1,0,0,0,0,1,0,1
82541,41,97.8,226,0,0,1,1,0,0,0,0,1,0
82542,63,46.62,446,1,1,0,0,0,0,1,0,0,1
82543,18,81.62,363,0,1,0,0,0,0,0,1,0,1
82544,42,85.47,188,1,1,0,1,0,0,0,0,0,1
82545,67,65.84,277,0,1,0,0,0,1,0,0,1,0
82546,38,94.59,157,0,1,0,0,1,0,0,0,1,0
82547,55,69.27,172,1,1,0,0,1,0,0,0,0,1
82548,19,85.36,499,0,0,1,0,0,1,0,0,0,1
82549,23,84.34,182,1,1,0,0,1,0,0,0,1,0
82550,22,90.26,396,0,0,1,1,0,0,0,0,1,0
82551,62,77.67,297,0,1,0,1,0,0,0,0,1,0
82552,38,52.86,200,1,1,0,0,0,1,0,0,1,0
82553,49,50.1,446,0,0,1,1,0,0,0,0,1,0
82554,18,76.7,454,1,0,1,0,0,0,1,0,1,0
82555,21,48.69,496,0,0,1,0,1,0,0,0,0,1
82556,51,88.65,143,0,1,0,0,1,0,0,0,1,0
82557,63,38.51,192,1,0,1,0,1,0,0,0,0,1
82558,57,39.18,123,0,0,1,0,0,0,0,1,1,0
82559,19,95.92,490,0,1,0,0,0,1,0,0,1,0
82560,50,95.97,244,1,1,0,0,0,0,1,0,0,1
82561,69,46.08,337,1,0,1,0,0,1,0,0,0,1
82562,53,40.77,307,0,1,0,0,1,0,0,0,0,1
82563,32,63.43,107,1,1,0,0,0,0,0,1,0,1
82564,24,76.75,79,0,1,0,0,1,0,0,0,1,0
82565,23,75.48,129,1,1,0,1,0,0,0,0,0,1
82566,39,80.11,306,1,1,0,0,1,0,0,0,0,1
82567,53,60.54,495,0,0,1,0,0,1,0,0,0,1
82568,42,89.58,482,1,0,1,0,0,1,0,0,1,0
82569,51,39.57,186,0,0,1,0,1,0,0,0,1,0
82570,67,99.57,209,0,1,0,0,1,0,0,0,0,1
82571,62,93.18,405,0,0,1,0,1,0,0,0,0,1
82572,58,88.69,428,0,0,1,1,0,0,0,0,1,0
82573,70,33.63,56,1,1,0,1,0,0,0,0,1,0
82574,32,49.47,379,0,0,1,0,0,0,1,0,0,1
82575,65,74.24,213,0,0,1,0,0,0,0,1,1,0
82576,55,73.34,369,1,0,1,0,0,1,0,0,0,1
82577,31,35.92,307,1,1,0,0,1,0,0,0,0,1
82578,56,41.17,241,0,0,1,0,0,1,0,0,1,0
82579,63,49.85,334,1,1,0,0,0,0,1,0,0,1
82580,59,48.65,430,1,1,0,0,0,0,0,1,1,0
82581,67,94.89,71,0,1,0,0,0,0,0,1,0,1
82582,18,64.14,87,1,1,0,1,0,0,0,0,1,0
82583,36,91.13,91,1,0,1,0,0,0,0,1,1,0
82584,19,94.99,435,0,0,1,0,1,0,0,0,1,0
82585,54,63.68,432,1,0,1,0,0,1,0,0,1,0
82586,56,73.89,119,1,1,0,1,0,0,0,0,0,1
82587,52,93.44,333,0,1,0,0,1,0,0,0,0,1
82588,39,32.31,136,0,0,1,0,0,0,1,0,0,1
82589,30,42.53,152,1,0,1,0,1,0,0,0,1,0
82590,43,73.25,100,0,0,1,0,0,0,0,1,0,1
82591,56,64.2,372,0,0,1,1,0,0,0,0,0,1
82592,46,92.82,414,1,1,0,0,0,0,0,1,1,0
82593,69,52.26,178,1,1,0,0,0,0,0,1,0,1
82594,48,51.03,210,1,1,0,0,0,0,1,0,1,0
82595,58,66.52,257,1,1,0,0,0,0,0,1,1,0
82596,47,41.47,125,1,1,0,0,1,0,0,0,1,0
82597,63,47.59,453,0,0,1,0,0,0,1,0,0,1
82598,19,57.45,83,1,1,0,0,0,0,0,1,0,1
82599,45,66.98,493,0,0,1,0,0,0,0,1,0,1
82600,50,54.53,132,0,0,1,1,0,0,0,0,0,1
82601,33,33.02,131,0,1,0,0,0,0,0,1,1,0
82602,40,65.34,149,1,0,1,0,1,0,0,0,0,1
82603,37,72.42,439,1,0,1,0,0,1,0,0,0,1
82604,25,76.92,72,1,1,0,0,0,0,0,1,0,1
82605,44,41.32,367,1,1,0,0,1,0,0,0,1,0
82606,38,93.61,457,0,0,1,0,0,0,1,0,0,1
82607,38,56.35,105,0,1,0,0,0,0,1,0,0,1
82608,66,38.73,314,0,0,1,0,1,0,0,0,1,0
82609,51,55.62,218,1,0,1,0,0,0,0,1,0,1
82610,48,70.19,289,0,0,1,0,1,0,0,0,0,1
82611,43,87.66,441,1,1,0,0,1,0,0,0,0,1
82612,33,33.78,78,1,1,0,0,0,0,0,1,1,0
82613,48,40.2,327,1,1,0,0,1,0,0,0,1,0
82614,23,52.0,101,0,1,0,0,0,1,0,0,0,1
82615,19,59.46,343,0,0,1,0,1,0,0,0,1,0
82616,20,67.49,145,1,0,1,0,0,1,0,0,1,0
82617,65,37.08,204,0,0,1,0,0,0,1,0,0,1
82618,18,64.29,387,1,0,1,0,0,0,1,0,0,1
82619,67,65.44,152,0,1,0,0,1,0,0,0,1,0
82620,66,41.23,443,1,1,0,0,0,1,0,0,1,0
82621,43,51.61,253,0,0,1,0,0,1,0,0,0,1
82622,66,93.73,445,0,1,0,0,0,1,0,0,0,1
82623,47,36.13,244,0,0,1,0,0,0,0,1,0,1
82624,63,40.23,218,1,0,1,0,0,1,0,0,0,1
82625,38,74.37,58,1,1,0,1,0,0,0,0,0,1
82626,31,68.84,490,0,1,0,1,0,0,0,0,1,0
82627,33,59.13,460,1,1,0,0,1,0,0,0,1,0
82628,59,40.26,283,1,1,0,0,1,0,0,0,1,0
82629,28,99.39,263,0,1,0,0,0,1,0,0,0,1
82630,47,77.75,75,0,0,1,0,0,1,0,0,0,1
82631,54,37.42,57,0,0,1,0,0,0,1,0,1,0
82632,29,93.21,157,1,0,1,0,0,0,1,0,0,1
82633,50,36.06,412,1,0,1,0,0,0,0,1,1,0
82634,41,61.94,123,1,1,0,0,1,0,0,0,1,0
82635,45,96.92,434,0,0,1,0,1,0,0,0,0,1
82636,24,57.39,365,1,1,0,1,0,0,0,0,1,0
82637,53,34.17,73,0,1,0,0,0,1,0,0,1,0
82638,50,93.89,52,1,1,0,0,0,0,0,1,1,0
82639,63,65.59,407,0,1,0,1,0,0,0,0,1,0
82640,22,41.94,352,1,0,1,1,0,0,0,0,0,1
82641,20,37.46,401,1,1,0,0,0,0,1,0,0,1
82642,57,38.31,188,0,1,0,0,0,0,0,1,0,1
82643,24,59.09,311,0,1,0,0,0,0,1,0,0,1
82644,61,97.1,494,0,0,1,0,0,0,1,0,0,1
82645,44,72.4,433,0,0,1,0,0,0,0,1,0,1
82646,62,74.28,491,0,1,0,1,0,0,0,0,0,1
82647,42,44.76,360,0,1,0,0,0,1,0,0,1,0
82648,55,38.27,471,1,1,0,0,0,0,0,1,0,1
82649,57,40.38,469,0,1,0,0,0,0,1,0,0,1
82650,42,88.47,368,0,1,0,0,0,0,1,0,0,1
82651,21,95.19,403,0,1,0,0,0,0,0,1,0,1
82652,30,89.63,208,0,1,0,0,0,0,0,1,1,0
82653,34,61.9,59,0,1,0,1,0,0,0,0,0,1
82654,26,47.69,69,0,0,1,0,0,1,0,0,1,0
82655,55,54.78,308,0,1,0,0,1,0,0,0,1,0
82656,53,38.24,368,0,0,1,0,1,0,0,0,0,1
82657,22,95.62,489,1,1,0,0,0,0,0,1,1,0
82658,68,84.82,80,1,0,1,1,0,0,0,0,1,0
82659,18,36.71,81,1,0,1,0,0,1,0,0,0,1
82660,60,58.22,264,0,1,0,0,0,0,1,0,1,0
82661,20,99.68,227,0,0,1,0,0,1,0,0,0,1
82662,58,59.77,324,0,0,1,0,1,0,0,0,1,0
82663,49,61.47,353,0,0,1,1,0,0,0,0,0,1
82664,62,92.87,485,0,1,0,0,0,0,1,0,1,0
82665,60,66.36,372,1,1,0,0,0,0,1,0,0,1
82666,46,76.48,233,0,1,0,0,0,0,1,0,1,0
82667,50,80.66,195,1,1,0,0,0,0,1,0,1,0
82668,47,46.07,116,1,0,1,1,0,0,0,0,1,0
82669,31,67.38,65,1,1,0,0,0,0,0,1,0,1
82670,31,44.43,136,0,1,0,0,0,0,0,1,1,0
82671,33,56.9,199,1,1,0,1,0,0,0,0,1,0
82672,45,76.67,224,0,1,0,0,0,0,1,0,0,1
82673,32,43.36,480,1,0,1,1,0,0,0,0,0,1
82674,34,62.24,357,0,0,1,1,0,0,0,0,1,0
82675,18,62.22,276,1,1,0,1,0,0,0,0,0,1
82676,44,74.56,441,0,0,1,0,0,0,1,0,0,1
82677,69,94.32,224,1,0,1,0,0,0,1,0,0,1
82678,60,41.58,254,1,1,0,0,1,0,0,0,0,1
82679,62,60.4,450,0,1,0,1,0,0,0,0,1,0
82680,60,63.98,189,1,1,0,0,1,0,0,0,1,0
82681,40,77.27,185,1,0,1,0,1,0,0,0,1,0
82682,20,98.69,182,1,0,1,0,0,1,0,0,1,0
82683,19,99.9,65,0,1,0,0,0,0,0,1,0,1
82684,67,96.55,366,0,1,0,0,0,1,0,0,1,0
82685,36,44.25,420,1,1,0,1,0,0,0,0,0,1
82686,30,73.75,124,1,0,1,1,0,0,0,0,0,1
82687,21,57.16,310,1,0,1,1,0,0,0,0,0,1
82688,20,98.2,376,0,0,1,0,1,0,0,0,1,0
82689,27,90.31,119,1,1,0,0,0,1,0,0,1,0
82690,65,39.89,426,1,0,1,0,0,0,0,1,1,0
82691,22,47.13,233,1,1,0,0,0,0,1,0,0,1
82692,41,75.26,350,1,1,0,0,0,1,0,0,1,0
82693,23,45.97,131,0,0,1,0,0,0,0,1,0,1
82694,22,39.75,174,0,1,0,0,0,0,0,1,0,1
82695,52,75.92,391,0,1,0,0,0,1,0,0,0,1
82696,31,82.57,147,1,1,0,0,0,1,0,0,0,1
82697,54,63.97,302,1,0,1,0,0,0,1,0,0,1
82698,37,64.53,224,0,1,0,0,0,0,1,0,0,1
82699,41,43.95,242,0,1,0,0,1,0,0,0,0,1
82700,48,78.11,475,1,1,0,1,0,0,0,0,0,1
82701,18,63.45,270,1,1,0,1,0,0,0,0,0,1
82702,70,68.24,374,1,0,1,1,0,0,0,0,1,0
